108
0.000000 7.367202
0.000000 7.367202
0.000000 7.367202
6.436205	3.125976	0.543012	0.707107
6.909945	2.356666	2.190019	0.707107
1.471737	5.841427	0.817956	0.707107
6.478857	1.865677	6.701804	0.707107
0.542436	3.182786	0.393790	0.707107
7.184389	0.782338	1.107908	0.707107
1.506431	6.028119	5.524617	0.707107
2.747130	4.494201	3.255219	0.707107
4.276547	0.524803	5.806389	0.707107
3.705670	5.608807	1.311028	0.707107
0.202692	5.393457	5.033868	0.707107
2.189038	5.063769	3.966809	0.707107
6.132769	3.154794	2.428783	0.707107
5.275043	3.099968	1.561348	0.707107
0.271798	4.817367	2.992605	0.707107
3.534577	0.858396	6.635378	0.707107
0.483670	5.991521	4.037019	0.707107
5.795699	5.668770	1.798925	0.707107
6.030243	3.514545	3.088444	0.707107
0.735087	6.864644	1.721603	0.707107
2.358606	3.276037	3.811718	0.707107
2.502598	6.549783	5.154295	0.707107
6.157585	3.638189	4.021024	0.707107
2.665938	6.040675	2.985337	0.707107
5.245509	0.017198	5.182796	0.707107
2.777595	5.058849	1.122034	0.707107
1.762304	0.005753	6.035810	0.707107
0.640232	3.229703	6.790634	0.707107
5.644456	2.488759	5.621033	0.707107
6.275441	2.855715	5.304377	0.707107
3.580957	7.288473	7.364865	0.707107
2.260633	5.954634	1.992956	0.707107
6.527344	4.544384	0.347811	0.707107
4.214699	6.406479	3.786004	0.707107
0.954073	6.494823	4.347284	0.707107
5.475287	4.479608	4.608913	0.707107
4.177653	6.314862	7.247685	0.707107
5.054350	5.864646	7.312502	0.707107
5.040538	0.739649	2.704035	0.707107
1.432730	4.097617	6.281267	0.707107
3.024966	4.528112	6.563112	0.707107
7.338299	4.451409	6.495401	0.707107
7.197672	1.390894	0.498256	0.707107
2.520712	2.184218	1.582884	0.707107
7.021005	3.770559	0.559407	0.707107
4.874504	2.428802	5.158333	0.707107
2.830940	2.350219	0.429132	0.707107
0.944135	3.183771	2.958129	0.707107
3.558320	2.569938	4.336435	0.707107
6.121528	3.503460	1.118601	0.707107
4.687693	1.815256	4.824856	0.707107
5.469791	6.850796	0.271295	0.707107
2.722949	3.029885	5.100270	0.707107
5.690204	0.111322	1.220311	0.707107
3.314981	3.345414	0.244744	0.707107
2.683011	0.597073	2.603078	0.707107
2.483833	0.211186	4.791169	0.707107
6.186494	6.712402	7.084258	0.707107
1.562415	0.368903	0.836160	0.707107
1.388561	1.545005	5.281011	0.707107
5.080536	1.073625	3.643389	0.707107
1.477022	4.581055	3.128969	0.707107
4.297284	0.953757	0.179649	0.707107
6.960093	5.182566	3.704210	0.707107
6.233225	5.063564	6.225411	0.707107
2.973187	2.905644	6.439060	0.707107
4.324964	4.610732	1.268273	0.707107
5.399184	4.433517	5.703839	0.707107
6.413730	7.347831	1.951457	0.707107
3.649695	5.866906	4.673892	0.707107
2.850323	3.692755	1.537152	0.707107
3.386448	2.624501	0.830676	0.707107
1.834081	6.515729	1.112247	0.707107
3.420197	0.229898	3.243001	0.707107
2.575219	7.250598	4.038399	0.707107
0.001404	4.486414	0.081288	0.707107
5.823490	1.150127	1.931384	0.707107
0.831398	4.357279	7.232705	0.707107
1.679357	3.252826	1.128110	0.707107
5.175764	3.601699	0.207317	0.707107
6.171299	4.899474	4.476053	0.707107
6.825056	1.197580	6.135240	0.707107
0.718451	6.240240	5.884275	0.707107
5.543222	5.002274	4.045282	0.707107
6.014431	0.669410	3.216383	0.707107
2.084769	1.019107	0.343083	0.707107
4.058519	5.014044	6.117296	0.707107
4.999211	5.046454	0.513955	0.707107
3.804655	0.696297	4.384950	0.707107
5.738017	2.505896	6.560244	0.707107
2.770746	4.628287	7.359165	0.707107
7.315748	6.083898	1.933896	0.707107
3.543405	3.665570	3.484867	0.707107
1.284117	5.371964	5.032667	0.707107
6.913553	6.558177	3.330233	0.707107
0.928534	3.053564	4.615254	0.707107
2.426514	1.332489	3.299443	0.707107
0.980161	4.499318	1.510098	0.707107
2.846008	0.531939	1.780027	0.707107
3.939945	4.561787	0.147726	0.707107
3.245600	6.717162	3.811452	0.707107
1.831382	2.189260	5.673885	0.707107
1.368111	3.266767	7.125601	0.707107
0.976281	7.312817	3.831560	0.707107
4.816223	6.459825	1.812326	0.707107
1.945513	1.086007	6.900053	0.707107
6.059842	1.725631	4.396650	0.707107
5.826967	1.031105	6.321434	0.707107
